act	scene	location	speaker	turn_number	turn_text
I	IV	The Duke of Albany's Palace	Lear	39	"No more of that; I have noted it well. Go you and tell my daughter I would speak with her. [Exit Knight.] Go you, call hither my fool."
I	IV	The Duke of Albany's Palace	STAGE	40	[Exit an Attendant.]
I	IV	The Duke of Albany's Palace	STAGE	41	Enter [Oswald the] Steward.
I	IV	The Duke of Albany's Palace	Lear	42	"O, you, sir, you! Come you hither, sir. Who am I, sir?"
I	IV	The Duke of Albany's Palace	Oswald	43	My lady's father.
I	IV	The Duke of Albany's Palace	Lear	44	'My lady's father'? My lord's knave! You whoreson dog! you slave! you cur!
I	IV	The Duke of Albany's Palace	Oswald	45	"I am none of these, my lord; I beseech your pardon."
I	IV	The Duke of Albany's Palace	Lear	46	"Do you bandy looks with me, you rascal? [Strikes him.]"
I	IV	The Duke of Albany's Palace	Oswald	47	"I'll not be strucken, my lord."
I	IV	The Duke of Albany's Palace	Kent	48	"Nor tripp'd neither, you base football player? [Trips up his heels.]"
I	IV	The Duke of Albany's Palace	Lear	49	"I thank thee, fellow. Thou serv'st me, and I'll love thee."
I	IV	The Duke of Albany's Palace	Kent	50	"Come, sir, arise, away! I'll teach you differences. Away, away! If you will measure your lubber's length again, tarry; but away! Go to! Have you wisdom? So. [Pushes him out.]"
I	IV	The Duke of Albany's Palace	Lear	51	"Now, my friendly knave, I thank thee. There's earnest of thy service. [Gives money.]"
I	IV	The Duke of Albany's Palace	STAGE	52	Enter Fool.
I	IV	The Duke of Albany's Palace	Fool	53	Let me hire him too. Here's my coxcomb. [Offers Kent his cap.]
I	IV	The Duke of Albany's Palace	Lear	54	"How now, my pretty knave? How dost thou?"
I	IV	The Duke of Albany's Palace	Fool	55	"Sirrah, you were best take my coxcomb."
I	IV	The Duke of Albany's Palace	Kent	56	"Why, fool?"
I	IV	The Duke of Albany's Palace	Fool	57	"Why? For taking one's part that's out of favour. Nay, an thou canst not smile as the wind sits, thou'lt catch cold shortly. There, take my coxcomb! Why, this fellow hath banish'd two on's daughters, and did the third a blessing against his will. If thou follow him, thou must needs wear my coxcomb.- How now, nuncle? Would I had two coxcombs and two daughters!"
I	IV	The Duke of Albany's Palace	Lear	58	"Why, my boy?"
I	IV	The Duke of Albany's Palace	Fool	59	"If I gave them all my living, I'ld keep my coxcombs myself. There's mine! beg another of thy daughters."
I	IV	The Duke of Albany's Palace	Lear	60	"Take heed, sirrah- the whip."
I	IV	The Duke of Albany's Palace	Fool	61	"Truth's a dog must to kennel; he must be whipp'd out, when Lady the brach may stand by th' fire and stink."
I	IV	The Duke of Albany's Palace	Lear	62	A pestilent gall to me!
I	IV	The Duke of Albany's Palace	Fool	63	"Sirrah, I'll teach thee a speech."
I	IV	The Duke of Albany's Palace	Lear	64	Do.
I	IV	The Duke of Albany's Palace	Fool	65	"Mark it, nuncle. Have more than thou showest, Speak less than thou knowest, Lend less than thou owest, Ride more than thou goest, Learn more than thou trowest, Set less than thou throwest; Leave thy drink and thy whore, And keep in-a-door, And thou shalt have more Than two tens to a score."
I	IV	The Duke of Albany's Palace	Kent	66	"This is nothing, fool."
I	IV	The Duke of Albany's Palace	Fool	67	"Then 'tis like the breath of an unfeed lawyer- you gave me nothing for't. Can you make no use of nothing, nuncle?"
I	IV	The Duke of Albany's Palace	Lear	68	"Why, no, boy. Nothing can be made out of nothing."
I	IV	The Duke of Albany's Palace	Fool	69	"[to Kent] Prithee tell him, so much the rent of his land comes to. He will not believe a fool."
I	IV	The Duke of Albany's Palace	Lear	70	A bitter fool!
I	IV	The Duke of Albany's Palace	Fool	71	"Dost thou know the difference, my boy, between a bitter fool and a sweet fool?"
I	IV	The Duke of Albany's Palace	Lear	72	"No, lad; teach me."
I	IV	The Duke of Albany's Palace	Fool	73	"That lord that counsell'd thee To give away thy land, Come place him here by me- Do thou for him stand. The sweet and bitter fool Will presently appear; The one in motley here, The other found out there."
I	IV	The Duke of Albany's Palace	Lear	74	"Dost thou call me fool, boy?"
I	IV	The Duke of Albany's Palace	Fool	75	All thy other titles thou hast given away; that thou wast born with.
I	IV	The Duke of Albany's Palace	Kent	76	"This is not altogether fool, my lord."
I	IV	The Duke of Albany's Palace	Fool	77	"No, faith; lords and great men will not let me. If I had a monopoly out, they would have part on't. And ladies too, they will not let me have all the fool to myself; they'll be snatching. Give me an egg, nuncle, and I'll give thee two crowns."
I	IV	The Duke of Albany's Palace	Lear	78	What two crowns shall they be?
I	IV	The Duke of Albany's Palace	Fool	79	"Why, after I have cut the egg i' th' middle and eat up the meat, the two crowns of the egg. When thou clovest thy crown i' th' middle and gav'st away both parts, thou bor'st thine ass on thy back o'er the dirt. Thou hadst little wit in thy bald crown when thou gav'st thy golden one away. If I speak like myself in this, let him be whipp'd that first finds it so. [Sings] Fools had ne'er less grace in a year, For wise men are grown foppish; They know not how their wits to wear, Their manners are so apish."
I	IV	The Duke of Albany's Palace	Lear	80	"When were you wont to be so full of songs, sirrah?"
I	IV	The Duke of Albany's Palace	Fool	81	"I have us'd it, nuncle, ever since thou mad'st thy daughters thy mother; for when thou gav'st them the rod, and put'st down thine own breeches, [Sings] Then they for sudden joy did weep, And I for sorrow sung, That such a king should play bo-peep And go the fools among. Prithee, nuncle, keep a schoolmaster that can teach thy fool to lie. I would fain learn to lie."
I	IV	The Duke of Albany's Palace	Lear	82	"An you lie, sirrah, we'll have you whipp'd."
I	IV	The Duke of Albany's Palace	Fool	83	"I marvel what kin thou and thy daughters are. They'll have me whipp'd for speaking true; thou'lt have me whipp'd for lying; and sometimes I am whipp'd for holding my peace. I had rather be any kind o' thing than a fool! And yet I would not be thee, nuncle. Thou hast pared thy wit o' both sides and left nothing i' th' middle. Here comes one o' the parings."
I	IV	The Duke of Albany's Palace	STAGE	84	Enter Goneril.
I	IV	The Duke of Albany's Palace	Lear	85	"How now, daughter? What makes that frontlet on? Methinks you are too much o' late i' th' frown."
I	IV	The Duke of Albany's Palace	Fool	86	"Thou wast a pretty fellow when thou hadst no need to care for her frowning. Now thou art an O without a figure. I am better than thou art now: I am a fool, thou art nothing. [To Goneril] Yes, forsooth, I will hold my tongue. So your face bids me, though you say nothing. Mum, mum! He that keeps nor crust nor crum, Weary of all, shall want some.- [Points at Lear] That's a sheal'd peascod."
I	IV	The Duke of Albany's Palace	Goneril	87	"Not only, sir, this your all-licens'd fool, But other of your insolent retinue Do hourly carp and quarrel, breaking forth In rank and not-to-be-endured riots. Sir, I had thought, by making this well known unto you, To have found a safe redress, but now grow fearful, By what yourself, too, late have spoke and done, That you protect this course, and put it on By your allowance; which if you should, the fault Would not scape censure, nor the redresses sleep, Which, in the tender of a wholesome weal, Might in their working do you that offence Which else were shame, that then necessity Must call discreet proceeding."
I	IV	The Duke of Albany's Palace	Fool	88	"For you know, nuncle, The hedge-sparrow fed the cuckoo so long That it had it head bit off by it young. So out went the candle, and we were left darkling."
I	IV	The Duke of Albany's Palace	Lear	89	Are you our daughter?
I	IV	The Duke of Albany's Palace	Goneril	90	"Come, sir, I would you would make use of that good wisdom Whereof I know you are fraught, and put away These dispositions that of late transform you From what you rightly are."
I	IV	The Duke of Albany's Palace	Fool	91	"May not an ass know when the cart draws the horse? Whoop, Jug, I love thee!"
I	IV	The Duke of Albany's Palace	Lear	92	"Doth any here know me? This is not Lear. Doth Lear walk thus? speak thus? Where are his eyes? Either his notion weakens, his discernings Are lethargied- Ha! waking? 'Tis not so! Who is it that can tell me who I am?"
I	IV	The Duke of Albany's Palace	Fool	93	Lear's shadow.
I	IV	The Duke of Albany's Palace	Lear	94	"I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."
I	IV	The Duke of Albany's Palace	Fool	95	Which they will make an obedient father.
I	IV	The Duke of Albany's Palace	Lear	96	"Your name, fair gentlewoman?"
I	IV	The Duke of Albany's Palace	Goneril	97	"This admiration, sir, is much o' th' savour Of other your new pranks. I do beseech you To understand my purposes aright. As you are old and reverend, you should be wise. Here do you keep a hundred knights and squires; Men so disorder'd, so debosh'd, and bold That this our court, infected with their manners, Shows like a riotous inn. Epicurism and lust Make it more like a tavern or a brothel Than a grac'd palace. The shame itself doth speak For instant remedy. Be then desir'd By her that else will take the thing she begs A little to disquantity your train, And the remainder that shall still depend To be such men as may besort your age, Which know themselves, and you."
I	IV	The Duke of Albany's Palace	Lear	97	"Darkness and devils! Saddle my horses! Call my train together! Degenerate bastard, I'll not trouble thee; Yet have I left a daughter."
I	IV	The Duke of Albany's Palace	Goneril	98	"You strike my people, and your disorder'd rabble Make servants of their betters."
I	IV	The Duke of Albany's Palace	STAGE	99	Enter Albany.
I	IV	The Duke of Albany's Palace	Lear	100	"Woe that too late repents!- O, sir, are you come? Is it your will? Speak, sir!- Prepare my horses. Ingratitude, thou marble-hearted fiend, More hideous when thou show'st thee in a child Than the sea-monster!"
I	IV	The Duke of Albany's Palace	Albany	101	"Pray, sir, be patient."
I	IV	The Duke of Albany's Palace	Lear	102	"[to Goneril] Detested kite, thou liest! My train are men of choice and rarest parts, That all particulars of duty know And in the most exact regard support The worships of their name.- O most small fault, How ugly didst thou in Cordelia show! Which, like an engine, wrench'd my frame of nature From the fix'd place; drew from my heart all love And added to the gall. O Lear, Lear, Lear! Beat at this gate that let thy folly in [Strikes his head.] And thy dear judgment out! Go, go, my people."
I	IV	The Duke of Albany's Palace	Albany	103	"My lord, I am guiltless, as I am ignorant Of what hath mov'd you."
